"National Team","No","Pos","Player","Captain","Age","Caps","Goals","Value","Club","Club Country","Final Squad (26)"
"France","11","FW","Michael Olise","No","24","15","4","$343M","Bayern Munich","Germany","Yes"
"France","12","FW","Bradley Barcola","No","23","18","3","$206M","Paris Saint-Germain","France","Yes"
"France","13","MF","N'Golo Kanté","No","35","67","2","$521M","Fenerbahçe","Turkey","Yes"
"France","14","MF","Adrien Rabiot","No","31","57","7","$126M","Milan","Italy","Yes"
"France","15","DF","Ibrahima Konaté","No","27","27","0","$97M","Liverpool","England","Yes"
"France","16","GK","Mike Maignan","No","30","38","0","$143M","Milan","Italy","Yes"
"France","17","DF","William Saliba","No","25","31","0","$219M","Arsenal","England","Yes"
"France","18","MF","Warren Zaïre-Emery","No","20","10","1","$136M","Paris Saint-Germain","France","Yes"
"France","19","DF","Théo Hernandez","No","28","42","2","$105M","Al-Hilal","Saudi Arabia","Yes"
"France","20","FW","Désiré Doué","No","21","6","2","$244M","Paris Saint-Germain","France","Yes"
"France","21","DF","Lucas Hernandez","No","30","41","0","$64M","Paris Saint-Germain","France","Yes"
"France","22","FW","Jean-Philippe Mateta","No","28","3","2","$67M","Crystal Palace","England","Yes"
"France","23","GK","Robin Risser","No","21","0","0","$41M","Lens","France","Yes"
"France","24","FW","Rayan Cherki","No","22","5","1","$144M","Manchester City","England","Yes"
"France","25","FW","Maghnes Akliouche","No","24","7","1","$98M","Monaco","France","Yes"
"France","26","DF","Maxence Lacroix","No","26","2","0","$60M","Crystal Palace","England","Yes"
"Iraq","","GK","Jalal Hassan","Yes","35","100","0","$521M","Al-Zawraa","Iraq","Yes"
"Iraq","","GK","Fahad Talib","No","31","21","0","$125K","Al-Talaba","Iraq","Yes"
"Iraq","","GK","Ahmed Basil","No","29","14","0","$65K","Al-Shorta","Iraq","Yes"
"Iraq","","DF","Rebin Sulaka","No","34","54","1","$521M","Port","Thailand","Yes"
"Iraq","","DF","Manaf Younis","No","29","32","1","","Al-Shorta","Iraq","Yes"
"Iraq","","DF","Merchas Doski","No","26","30","0","$3M","Viktoria Plzeň","Czech Republic","Yes"
"Iraq","","DF","Zaid Tahseen","No","25","26","1","$542K","Pakhtakor","Uzbekistan","Yes"
"Iraq","","DF","Frans Putros","No","32","26","0","$521M","Persib","Indonesia","Yes"
"Iraq","","DF","Hussein Ali","No","24","25","1","$826K","Pogoń Szczecin","Poland","Yes"
"Iraq","","DF","Ahmed Yahya","No","30","19","0","$103K","Al-Shorta","Iraq","Yes"
"Iraq","","DF","Mustafa Saadoon","No","25","15","0","","Al-Shorta","Iraq","Yes"
"Iraq","","DF","Akam Hashim","No","27","12","1","","Al-Zawraa","Iraq","Yes"
"Iraq","","MF","Ibrahim Bayesh","No","26","74","8","$9M","Al-Dhafra","United Arab Emirates","Yes"
"Iraq","","MF","Amir Al-Ammari","No","28","49","3","$710K","Cracovia","Poland","Yes"
"Iraq","","MF","Ali Jasim","No","22","35","2","$30K","Al-Najma","Saudi Arabia","Yes"
"Iraq","","MF","Youssef Amyn","No","22","25","2","$472K","AEK Larnaca","Cyprus","Yes"
"Iraq","","MF","Zidane Iqbal","No","23","23","2","$7M","Utrecht","Netherlands","Yes"
"Iraq","","MF","Marko Farji","No","22","10","0","$8M","Venezia","Italy","Yes"
"Iraq","","MF","Kevin Yakob","No","25","7","0","$5M","AGF","Denmark","Yes"
"Iraq","","MF","Aimar Sher","No","23","6","0","$5M","Sarpsborg 08","Norway","Yes"
"Iraq","","MF","Zaid Ismail","No","24","5","0","$141K","Al-Talaba","Iraq","Yes"
"Iraq","","MF","Ahmed Qasem","No","22","1","0","$5M","Nashville SC","United States","Yes"
"Iraq","","FW","Aymen Hussein","No","30","93","33","$154K","Al-Karma","Iraq","Yes"
"Iraq","","FW","Mohanad Ali","No","25","71","27","$6M","Dibba","United Arab Emirates","Yes"
"Iraq","","FW","Ali Al-Hamadi","No","24","18","5","$4M","Luton Town","England","Yes"
"Iraq","","FW","Ali Yousif","No","30","6","1","$260K","Al-Talaba","Iraq","Yes"
"Norway","1","GK","Ørjan Nyland","No","35","69","0","$7M","Sevilla","Spain","Yes"
"Norway","2","MF","Morten Thorsby","No","30","30","0","$8M","Cremonese","Italy","Yes"
"Norway","3","DF","Kristoffer Ajer","No","28","50","2","$58M","Brentford","England","Yes"
"Norway","4","DF","Leo Østigård","No","26","36","1","$15M","Genoa","Italy","Yes"
"Norway","5","DF","David Møller Wolfe","No","24","20","1","$48M","Wolverhampton Wanderers","England","Yes"
"Norway","6","MF","Patrick Berg","No","28","41","0","$16M","Bodø/Glimt","Norway","Yes"
"Norway","7","FW","Alexander Sørloth","No","30","70","26","$91M","Atlético Madrid","Spain","Yes"
"Norway","8","MF","Sander Berge","No","28","64","1","$48M","Fulham","England","Yes"
"Norway","9","FW","Erling Haaland","No","25","49","55","$311M","Manchester City","England","Yes"
"Norway","10","MF","Martin Ødegaard","Yes","27","67","4","$180M","Arsenal","England","Yes"
"Norway","11","FW","Jørgen Strand Larsen","No","26","26","4","$39M","Crystal Palace","England","Yes"
"Norway","12","GK","Sander Tangvik","No","23","0","0","$5M","Hamburger SV","Germany","Yes"
"Norway","13","GK","Egil Selvik","No","28","6","0","$11M","Watford","England","Yes"
"Norway","14","MF","Fredrik Aursnes","No","30","20","1","$75M","Benfica","Portugal","Yes"
"Norway","15","DF","Fredrik André Bjørkan","No","27","19","1","","Bodø/Glimt","Norway","Yes"
"Norway","16","DF","Marcus Holmgren Pedersen","No","25","31","0","$7M","Torino","Italy","Yes"
"Norway","17","DF","Torbjørn Heggem","No","27","13","0","$18M","Bologna","Italy","Yes"
"Norway","18","MF","Kristian Thorstvedt","No","27","35","4","$10M","Sassuolo","Italy","Yes"
"Norway","19","MF","Thelo Aasgaard","No","24","6","5","$12M","Rangers","Scotland","Yes"
"Norway","20","MF","Antonio Nusa","No","21","22","7","$149M","RB Leipzig","Germany","Yes"
"Norway","21","MF","Andreas Schjelderup","No","22","10","1","$122M","Benfica","Portugal","Yes"
"Norway","22","MF","Oscar Bobb","No","22","18","2","$69M","Fulham","England","Yes"
"Norway","23","MF","Jens Petter Hauge","No","26","14","1","$14M","Bodø/Glimt","Norway","Yes"
"Norway","24","DF","Sondre Langås","No","25","2","0","$16M","Derby County","England","Yes"
"Norway","25","DF","Henrik Falchener","No","23","1","0","$6M","Viking","Norway","Yes"
"Norway","26","DF","Julian Ryerson","No","28","41","1","$63M","Borussia Dortmund","Germany","Yes"
"Senegal","","GK","Édouard Mendy","No","34","56","0","$61M","Al-Ahli","Saudi Arabia","Yes"
"Senegal","","GK","Mory Diaw","No","32","5","0","$521M","Le Havre","France","Yes"
"Senegal","","GK","Yehvann Diouf","No","26","2","0","$15M","Nice","France","Yes"
"Senegal","","DF","Kalidou Koulibaly","Yes","34","102","2","$31M","Al-Hilal","Saudi Arabia","Yes"
"Senegal","","DF","Krépin Diatta","No","27","60","2","$8M","Monaco","France","Yes"
"Senegal","","DF","Moussa Niakhaté","No","30","30","0","$521M","Lyon","France","Yes"
"Senegal","","DF","Ismail Jakobs","No","26","29","0","$9M","Galatasaray","Turkey","Yes"
"Senegal","","DF","Abdoulaye Seck","No","34","22","4","$521M","Maccabi Haifa","Israel","Yes"
"Senegal","","DF","El Hadji Malick Diouf","No","21","19","1","$67M","West Ham United","England","Yes"
"Senegal","","DF","Mamadou Sarr","No","20","7","0","$34M","Chelsea","England","Yes"
"Senegal","","DF","Antoine Mendy","No","22","6","0","$22M","Nice","France","Yes"
"Senegal","","DF","Ilay Camara","No","23","3","0","$61M","Anderlecht","Belgium","Yes"
"Senegal","","DF","Moustapha Mbow","No","26","0","0","$4M","Paris FC","France","Yes"
"Senegal","","MF","Idrissa Gueye","No","36","130","7","$521M","Everton","England","Yes"
"Senegal","","MF","Pape Gueye","No","27","41","5","$111M","Villarreal","Spain","Yes"
"Senegal","","MF","Pape Matar Sarr","No","23","39","4","$83M","Tottenham Hotspur","England","Yes"
"Senegal","","MF","Lamine Camara","No","22","32","7","$118M","Monaco","France","Yes"
"Senegal","","MF","Pathé Ciss","No","32","29","0","$15M","Rayo Vallecano","Spain","Yes"
"Senegal","","MF","Habib Diarra","No","22","20","4","$47M","Sunderland","England","Yes"
"Senegal","","MF","Bara Sapoko Ndiaye","No","18","1","0","$124K","Bayern Munich","Germany","Yes"
"Senegal","","FW","Sadio Mané","No","34","127","55","$42M","Al-Nassr","Saudi Arabia","Yes"
"Senegal","","FW","Ismaïla Sarr","No","28","82","19","$72M","Crystal Palace","England","Yes"
"Senegal","","FW","Iliman Ndiaye","No","26","39","4","","Everton","England","Yes"
"Senegal","","FW","Nicolas Jackson","No","24","32","8","$104M","Bayern Munich","Germany","Yes"
"Senegal","","FW","Bamba Dieng","No","26","22","2","$6M","Lorient","France","Yes"
"Senegal","","FW","Cherif Ndiaye","No","30","18","4","0","Samsunspor","Turkey","Yes"
"Senegal","","FW","Ibrahim Mbaye","No","18","10","3","$38M","Paris Saint-Germain","France","Yes"
"Senegal","","FW","Assane Diao","No","20","5","0","$119M","Como","Italy","Yes"
"Algeria","","GK","Luca Zidane","No","28","6","0","$7M","Granada","Spain","Yes"
"Algeria","","GK","Oussama Benbot","No","31","2","0","","USM Alger","Algeria","Yes"
"Algeria","","GK","Melvin Mastil","No","26","1","0","$323K","Stade Nyonnais","Switzerland","Yes"
"Algeria","","DF","Aïssa Mandi","No","34","116","7","$1M","Lille","France","Yes"
"Algeria","","DF","Ramy Bensebaini","No","31","81","7","$63M","Borussia Dortmund","Germany","Yes"
"Algeria","","DF","Mohamed Amine Tougai","No","26","28","2","","Espérance de Tunis","Tunisia","Yes"
"Algeria","","DF","Rayan Aït-Nouri","No","25","27","0","$54M","Manchester City","England","Yes"
"Algeria","","DF","Jaouen Hadjam","No","23","16","3","$8M","Young Boys","Switzerland","Yes"
"Algeria","","DF","Rafik Belghali","No","24","11","1","$7M","Hellas Verona","Italy","Yes"
"Algeria","","DF","Zineddine Belaïd","No","27","9","1","$473K","JS Kabylie","Algeria","Yes"
"Algeria","","DF","Achref Abada","No","26","6","1","$66K","USM Alger","Algeria","Yes"
"Algeria","","DF","Samir Chergui","No","27","4","0","$6M","Paris FC","France","Yes"
"Algeria","","MF","Nabil Bentaleb","No","31","58","6","$23M","Lille","France","Yes"
"Algeria","","MF","Ramiz Zerrouki","No","28","51","3","$25M","Twente","Netherlands","Yes"
"Algeria","","MF","Hicham Boudaoui","No","26","32","0","$12M","Nice","France","Yes"
"Algeria","","MF","Farès Chaïbi","No","23","28","3","$55M","Eintracht Frankfurt","Germany","Yes"
"Algeria","","MF","Houssem Aouar","No","27","19","6","$74M","Al-Ittihad","Saudi Arabia","Yes"
"Algeria","","MF","Ibrahim Maza","No","20","15","2","$98M","Bayer Leverkusen","Germany","Yes"
"Algeria","","MF","Yacine Titraoui","No","22","5","0","$23M","Charleroi","Belgium","Yes"
"Algeria","","FW","Riyad Mahrez","Yes","35","113","38","$22M","Al-Ahli","Saudi Arabia","Yes"
"Algeria","","FW","Mohamed Amoura","No","26","44","19","$43M","VfL Wolfsburg","Germany","Yes"
"Algeria","","FW","Amine Gouiri","No","26","21","8","$42M","Marseille","France","Yes"
"Algeria","","FW","Anis Hadj Moussa","No","24","13","0","$25M","Feyenoord","Netherlands","Yes"
"Algeria","","FW","Adil Boulbina","No","23","10","6","$10M","Al-Duhail","Qatar","Yes"
"Algeria","","FW","Nadhir Benbouali","No","26","2","1","$2M","Győri ETO","Hungary","Yes"
"Algeria","","FW","Farès Ghedjemis","No","23","1","1","$2M","Frosinone","Italy","Yes"
"Argentina","1","GK","Juan Musso","No","32","3","0","$35M","Atlético Madrid","Spain","Yes"
"Argentina","2","DF","Leonardo Balerdi","No","27","11","0","$34M","Marseille","France","Yes"
"Argentina","3","DF","Nicolás Tagliafico","No","33","75","1","$521M","Lyon","France","Yes"
"Argentina","4","DF","Gonzalo Montiel","No","29","38","2","$20M","River Plate","Argentina","Yes"
"Argentina","5","MF","Leandro Paredes","No","31","77","5","$25M","Boca Juniors","Argentina","Yes"
"Argentina","6","DF","Lisandro Martínez","No","28","26","1","$62M","Manchester United","England","Yes"
"Argentina","7","MF","Rodrigo De Paul","No","32","85","2","$25M","Inter Miami CF","United States","Yes"
"Argentina","8","MF","Valentín Barco","No","21","2","1","$98M","Strasbourg","France","Yes"
"Argentina","9","FW","Julián Alvarez","No","26","51","14","$295M","Atlético Madrid","Spain","Yes"
"Argentina","10","FW","Lionel Messi","Yes","38","198","116","$521M","Inter Miami CF","United States","Yes"
"Argentina","11","MF","Giovani Lo Celso","No","30","65","4","$82M","Real Betis","Spain","Yes"
"Argentina","12","GK","Gerónimo Rulli","No","34","7","0","$521M","Marseille","France","Yes"
"Argentina","13","DF","Cristian Romero","No","28","49","3","$101M","Tottenham Hotspur","England","Yes"
"Argentina","14","MF","Exequiel Palacios","No","27","38","0","$137M","Bayer Leverkusen","Germany","Yes"
"Argentina","15","FW","Nicolás González","No","28","50","6","$67M","Atlético Madrid","Spain","Yes"
"Argentina","16","FW","Thiago Almada","No","25","14","4","$103M","Atlético Madrid","Spain","Yes"
"Argentina","17","FW","Giuliano Simeone","No","23","11","1","$156M","Atlético Madrid","Spain","Yes"
"Argentina","18","FW","Nico Paz","No","21","8","1","$155M","Como","Italy","Yes"
"Argentina","19","DF","Nicolás Otamendi","No","38","130","8","$521M","Benfica","Portugal","Yes"
"Argentina","20","MF","Alexis Mac Allister","No","27","44","6","$110M","Liverpool","England","Yes"
"Argentina","21","FW","José Manuel López","No","25","3","0","$19M","Palmeiras","Brazil","Yes"
"Argentina","22","FW","Lautaro Martínez","No","28","75","36","$210M","Inter Milan","Italy","Yes"
"Argentina","23","GK","Emiliano Martínez","No","33","59","0","$521M","Aston Villa","England","Yes"
"Argentina","24","MF","Enzo Fernández","No","25","40","6","$309M","Chelsea","England","Yes"
"Argentina","25","DF","Facundo Medina","No","27","7","0","$29M","Marseille","France","Yes"
"Argentina","26","DF","Nahuel Molina","No","28","58","1","$69M","Atlético Madrid","Spain","Yes"
"Austria","1","GK","Alexander Schlager","No","30","25","0","$8M","Red Bull Salzburg","Austria","Yes"
"Austria","2","DF","David Affengruber","No","25","1","0","$41M","Elche","Spain","Yes"
"Austria","3","DF","Kevin Danso","No","27","31","0","$66M","Tottenham Hotspur","England","Yes"
"Austria","4","MF","Xaver Schlager","No","28","50","4","$36M","RB Leipzig","Germany","Yes"
"Austria","5","DF","Stefan Posch","No","29","51","5","$20M","Mainz 05","Germany","Yes"
"Austria","6","MF","Nicolas Seiwald","No","25","46","1","$58M","RB Leipzig","Germany","Yes"
"Austria","7","FW","Marko Arnautović","No","37","132","47","$521M","Red Star Belgrade","Serbia","Yes"
"Austria","8","DF","David Alaba","Yes","33","112","15","$27M","Real Madrid","Spain","Yes"
"Austria","9","MF","Marcel Sabitzer","No","32","97","25","$44M","Borussia Dortmund","Germany","Yes"
"Austria","10","MF","Florian Grillitsch","No","30","58","1","$34M","Braga","Portugal","Yes"
"Austria","11","FW","Michael Gregoritsch","No","32","74","24","$7M","FC Augsburg","Germany","Yes"
"Austria","12","GK","Florian Wiegele","No","25","1","0","$856K","Viktoria Plzeň","Czech Republic","Yes"
"Austria","13","GK","Patrick Pentz","No","29","18","0","$7M","Brøndby","Denmark","Yes"
"Austria","14","FW","Saša Kalajdžić","No","28","21","4","$24M","LASK","Austria","Yes"
"Austria","15","DF","Philipp Lienhart","No","29","40","3","$21M","SC Freiburg","Germany","Yes"
"Austria","16","DF","Phillipp Mwene","No","32","29","0","","Mainz 05","Germany","Yes"
"Austria","17","MF","Carney Chukwuemeka","No","22","2","1","$96M","Borussia Dortmund","Germany","Yes"
"Austria","18","MF","Romano Schmid","No","26","33","3","$23M","Werder Bremen","Germany","Yes"
"Austria","19","MF","Christoph Baumgartner","No","26","58","19","$62M","RB Leipzig","Germany","Yes"
"Austria","20","MF","Konrad Laimer","No","29","56","7","$52M","Bayern Munich","Germany","Yes"
"Austria","21","MF","Patrick Wimmer","No","25","30","1","$28M","VfL Wolfsburg","Germany","Yes"
"Austria","22","DF","Alexander Prass","No","25","18","0","$14M","TSG Hoffenheim","Germany","Yes"
"Austria","23","DF","Marco Friedl","No","28","10","0","$15M","Werder Bremen","Germany","Yes"
"Austria","24","MF","Paul Wanner","No","20","2","0","$30M","PSV Eindhoven","Netherlands","Yes"
"Austria","25","DF","Michael Svoboda","No","27","4","0","$3M","Venezia","Italy","Yes"
"Austria","26","MF","Alessandro Schöpf","No","32","35","6","$5M","Wolfsberger AC","Austria","Yes"
"Jordan","","GK","Yazeed Abulaila","No","33","75","0","","Al-Hussein","Jordan","Yes"
"Jordan","","GK","Abdallah Al-Fakhouri","No","26","11","0","$137K","Al-Wehdat","Jordan","Yes"
"Jordan","","GK","Nour Bani Attiah","No","33","4","0","$521M","Al-Faisaly","Jordan","Yes"
"Jordan","","DF","Ihsan Haddad","Yes","32","91","2","","Al-Hussein","Jordan","Yes"
"Jordan","","DF","Yazan Al-Arab","No","30","79","3","$1M","FC Seoul","South Korea","Yes"
"Jordan","","DF","Abdallah Nasib","No","32","64","3","","Al-Zawraa","Iraq","Yes"
"Jordan","","DF","Saed Al-Rosan","No","29","20","2","$114K","Al-Hussein","Jordan","Yes"
"Jordan","","DF","Husam Abu Dahab","No","26","17","0","","Al-Faisaly","Jordan","Yes"
"Jordan","","DF","Mo Abualnadi","No","25","17","0","$71K","Selangor","Malaysia","Yes"
"Jordan","","DF","Salim Obaid","No","34","10","0","","Al-Hussein","Jordan","Yes"
"Jordan","","DF","Anas Badawi","No","28","1","0","","Al-Faisaly","Jordan","Yes"
"Jordan","","MF","Rajaei Ayed","No","32","72","0","","Al-Hussein","Jordan","Yes"
"Jordan","","MF","Noor Al-Rawabdeh","No","29","67","3","$76K","Selangor","Malaysia","Yes"
"Jordan","","MF","Ibrahim Sadeh","No","26","56","3","","Al-Karma","Iraq","Yes"
"Jordan","","MF","Mohammad Abu Hashish","No","31","55","1","$57K","Al-Karma","Iraq","Yes"
"Jordan","","MF","Nizar Al-Rashdan","No","27","46","4","","Qatar SC","Qatar","Yes"
"Jordan","","MF","Mohannad Abu Taha","No","23","28","1","$191K","Al-Quwa Al-Jawiya","Iraq","Yes"
"Jordan","","MF","Amer Jamous","No","23","18","1","$161K","Al-Zawraa","Iraq","Yes"
"Jordan","","MF","Mohammad Al-Dawoud","No","33","12","1","","Al-Wehdat","Jordan","Yes"
"Jordan","","MF","Yousef Qashi","No","21","1","0","$183K","Al-Hussein","Jordan","Yes"
"Jordan","","MF","Mohammad Taha","No","20","0","0","$99K","Al-Hussein","Jordan","Yes"
"Jordan","","FW","Musa Al-Taamari","No","29","91","24","","Rennes","France","Yes"
"Jordan","","FW","Mahmoud Al-Mardi","No","32","88","9","$77K","Al-Hussein","Jordan","Yes"
"Jordan","","FW","Ali Olwan","No","26","65","29","$2M","Al-Sailiya","Qatar","Yes"
"Jordan","","FW","Mohammad Abu Zrayq","No","28","40","5","","Raja Casablanca","Morocco","Yes"
"Jordan","","FW","Odeh Al-Fakhouri","No","20","9","1","$684K","Pyramids","Egypt","Yes"
"Jordan","","FW","Ibrahim Sabra","No","20","9","1","$147K","Lokomotiva Zagreb","Croatia","Yes"
"Jordan","","FW","Ali Azaizeh","No","22","3","0","$2M","Al-Shabab","Saudi Arabia","Yes"
"Colombia","","GK","David Ospina","No","37","129","0","$521M","Atlético Nacional","Colombia","Yes"
"Colombia","","GK","Camilo Vargas","No","37","40","0","$521M","Atlas","Mexico","Yes"
"Colombia","","GK","Álvaro Montero","No","31","11","0","$1M","Vélez Sarsfield","Argentina","Yes"
"Colombia","","DF","Davinson Sánchez","No","29","77","3","$64M","Galatasaray","Turkey","Yes"
"Colombia","","DF","Santiago Arias","No","34","66","0","$521M","Independiente","Argentina","Yes"
"Colombia","","DF","Yerry Mina","No","31","52","8","$15M","Cagliari","Italy","Yes"
"Colombia","","DF","Daniel Muñoz","No","30","44","3","$54M","Crystal Palace","England","Yes"
"Colombia","","DF","Johan Mojica","No","33","43","1","$521M","Mallorca","Spain","Yes"
"Colombia","","DF","Jhon Lucumí","No","27","35","1","$40M","Bologna","Italy","Yes"
"Colombia","","DF","Deiver Machado","No","32","14","0","$521M","Nantes","France","Yes"
"Colombia","","DF","Willer Ditta","No","29","3","0","$14M","Cruz Azul","Mexico","Yes"
"Colombia","","MF","James Rodríguez","Yes","34","124","31","$521M","Minnesota United FC","United States","Yes"
"Colombia","","MF","Jefferson Lerma","No","31","64","5","$38M","Crystal Palace","England","Yes"
"Colombia","","MF","Juan Fernando Quintero","No","33","47","6","$521M","River Plate","Argentina","Yes"
"Colombia","","MF","Jhon Arias","No","28","36","4","$19M","Palmeiras","Brazil","Yes"
"Colombia","","MF","Richard Ríos","No","26","30","2","$87M","Benfica","Portugal","Yes"
"Colombia","","MF","Kevin Castaño","No","25","24","0","$12M","River Plate","Argentina","Yes"
"Colombia","","MF","Jorge Carrascal","No","28","22","2","$18M","Flamengo","Brazil","Yes"
"Colombia","","MF","Jaminton Campaz","No","26","9","1","$13M","Rosario Central","Argentina","Yes"
"Colombia","","MF","Juan Portilla","No","27","8","0","","Athletico Paranaense","Brazil","Yes"
"Colombia","","MF","Gustavo Puerta","No","22","4","1","$30M","Racing Santander","Spain","Yes"
"Colombia","","FW","Luis Díaz","No","29","72","21","$193M","Bayern Munich","Germany","Yes"
"Colombia","","FW","Jhon Córdoba","No","33","21","6","$521M","Krasnodar","Russia","Yes"
"Colombia","","FW","Luis Suárez","No","28","10","4","$120M","Sporting CP","Portugal","Yes"
"Colombia","","FW","Cucho Hernández","No","27","7","2","$71M","Real Betis","Spain","Yes"
"Colombia","","FW","Andrés Gómez","No","23","6","2","$13M","Vasco da Gama","Brazil","Yes"
"DR Congo","","GK","Lionel Mpasi","No","31","27","0","$897K","Le Havre","France","Yes"
"DR Congo","","GK","Timothy Fayulu","No","26","3","0","$1M","Noah","Armenia","Yes"
"DR Congo","","GK","Matthieu Epolo","No","21","1","0","$13M","Standard Liège","Belgium","Yes"
"DR Congo","","DF","Chancel Mbemba","Yes","31","107","7","$16M","Lille","France","Yes"
"DR Congo","","DF","Arthur Masuaku","No","32","44","4","$5M","Lens","France","Yes"
"DR Congo","","DF","Gédéon Kalulu","No","28","27","0","$1M","Aris Limassol","Cyprus","Yes"
"DR Congo","","DF","Joris Kayembe","No","31","24","0","$2M","Genk","Belgium","Yes"
"DR Congo","","DF","Dylan Batubinsika","No","30","14","1","$5M","AEL","Greece","Yes"
"DR Congo","","DF","Axel Tuanzebe","No","28","12","1","$26M","Burnley","England","Yes"
"DR Congo","","DF","Aaron Wan-Bissaka","No","28","10","0","$58M","West Ham United","England","Yes"
"DR Congo","","DF","Steve Kapuadi","No","28","3","0","$6M","Widzew Łódź","Poland","Yes"
"DR Congo","","MF","Samuel Moutoussamy","No","29","56","0","$4M","Atromitos","Greece","Yes"
"DR Congo","","MF","Edo Kayembe","No","28","41","2","$5M","Watford","England","Yes"
"DR Congo","","MF","Charles Pickel","No","29","33","1","$8M","Espanyol","Spain","Yes"
"DR Congo","","MF","Gaël Kakuta","No","34","30","5","$521M","AEL","Greece","Yes"
"DR Congo","","MF","Noah Sadiki","No","21","18","0","$65M","Sunderland","England","Yes"
"DR Congo","","MF","Aaron Tshibola","No","31","16","1","$536K","Kilmarnock","Scotland","Yes"
"DR Congo","","MF","Ngal'ayel Mukau","No","21","12","0","$48M","Lille","France","Yes"
"DR Congo","","MF","Brian Cipenga","No","28","7","0","$7M","Castellón","Spain","Yes"
"DR Congo","","FW","Cédric Bakambu","No","35","68","21","$4M","Real Betis","Spain","Yes"
"DR Congo","","FW","Meschak Elia","No","28","68","12","","Alanyaspor","Turkey","Yes"
"DR Congo","","FW","Théo Bongonda","No","30","37","7","$12M","Spartak Moscow","Russia","Yes"
"DR Congo","","FW","Fiston Mayele","No","31","37","6","","Pyramids","Egypt","Yes"
"DR Congo","","FW","Yoane Wissa","No","29","36","9","$86M","Newcastle United","England","Yes"
"DR Congo","","FW","Nathanaël Mbuku","No","24","17","2","$2M","Montpellier","France","Yes"
"DR Congo","","FW","Simon Banza","No","29","14","2","$9M","Al-Jazira","United Arab Emirates","Yes"
"Portugal","","GK","Diogo Costa","No","26","42","0","$90M","Porto","Portugal","Yes"
"Portugal","","GK","José Sá","No","33","4","0","$521M","Wolverhampton Wanderers","England","Yes"
"Portugal","","GK","Rui Silva","No","32","2","0","$42M","Sporting CP","Portugal","Yes"
"Portugal","","DF","Rúben Dias","No","29","74","3","$155M","Manchester City","England","Yes"
"Portugal","","DF","João Cancelo","No","32","66","12","$94M","Barcelona","Spain","Yes"
"Portugal","","DF","Nélson Semedo","No","32","48","0","$521M","Fenerbahçe","Turkey","Yes"
"Portugal","","DF","Nuno Mendes","No","23","43","1","$287M","Paris Saint-Germain","France","Yes"
"Portugal","","DF","Diogo Dalot","No","27","33","3","$64M","Manchester United","England","Yes"
"Portugal","","DF","Gonçalo Inácio","No","24","20","2","$90M","Sporting CP","Portugal","Yes"
"Portugal","","DF","Matheus Nunes","No","27","19","2","$99M","Manchester City","England","Yes"
"Portugal","","DF","Renato Veiga","No","22","11","1","$222M","Villarreal","Spain","Yes"
"Portugal","","DF","Tomás Araújo","No","24","3","0","$120M","Benfica","Portugal","Yes"
"Portugal","","MF","Bernardo Silva","No","31","107","14","$192M","Manchester City","England","Yes"
"Portugal","","MF","Bruno Fernandes","No","31","87","28","$228M","Manchester United","England","Yes"
"Portugal","","MF","Rúben Neves","No","29","65","1","$102M","Al-Hilal","Saudi Arabia","Yes"
"Portugal","","MF","Vitinha","No","26","37","0","$359M","Paris Saint-Germain","France","Yes"
"Portugal","","MF","João Neves","No","21","21","3","$455M","Paris Saint-Germain","France","Yes"
"Portugal","","MF","Samú Costa","No","25","4","0","","Mallorca","Spain","Yes"
"Portugal","","FW","Cristiano Ronaldo","Yes","41","226","143","$16M","Al-Nassr","Saudi Arabia","Yes"
"Portugal","","FW","João Félix","No","26","52","12","$108M","Al-Nassr","Saudi Arabia","Yes"
"Portugal","","FW","Rafael Leão","No","27","43","5","$129M","Milan","Italy","Yes"
"Portugal","","FW","Gonçalo Guedes","No","29","33","7","$76M","Real Sociedad","Spain","Yes"
"Portugal","","FW","Gonçalo Ramos","No","24","24","10","$85M","Paris Saint-Germain","France","Yes"
"Portugal","","FW","Pedro Neto","No","26","23","2","$99M","Chelsea","England","Yes"
"Portugal","","FW","Francisco Trincão","No","26","17","3","$90M","Sporting CP","Portugal","Yes"
"Portugal","","FW","Francisco Conceição","No","23","15","3","$136M","Juventus","Italy","Yes"
"Uzbekistan","","GK","Utkir Yusupov","No","35","39","0","","Navbahor","Uzbekistan","Yes"
"Uzbekistan","","GK","Abduvohid Nematov","No","25","7","0","","Nasaf","Uzbekistan","Yes"
"Uzbekistan","","GK","Botirali Ergashev","No","30","2","0","$271K","Neftchi","Uzbekistan","Yes"
"Uzbekistan","","DF","Rustam Ashurmatov","No","29","47","1","","Esteghlal","Iran","Yes"
"Uzbekistan","","DF","Farrukh Sayfiev","No","35","44","1","","Neftchi","Uzbekistan","Yes"
"Uzbekistan","","DF","Khojiakbar Alijonov","No","29","40","2","","Pakhtakor","Uzbekistan","Yes"
"Uzbekistan","","DF","Sherzod Nasrullaev","No","27","29","2","","Nasaf","Uzbekistan","Yes"
"Uzbekistan","","DF","Umar Eshmurodov","No","33","29","0","","Nasaf","Uzbekistan","Yes"
"Uzbekistan","","DF","Abdukodir Khusanov","No","22","25","0","$119M","Manchester City","England","Yes"
"Uzbekistan","","DF","Abdulla Abdullaev","No","28","16","0","","Dibba","United Arab Emirates","Yes"
